date,total_pnl,avg_pnl,num_trades,win_rate,fg_score,classification
2024-12-31,5445.01281,17.794159509803922,306,0.3006535947712418,64.0,Greed
2025-01-01,-9528.065345,-99.25068067708334,96,0.3020833333333333,66.0,Greed
2025-01-02,8716.519087,24.145482235457067,361,0.45706371191135736,70.0,Greed
2025-01-03,6028.486793,11.867099986220472,508,0.27165354330708663,74.0,Greed
2025-01-04,2553.537968,6.882851665768194,371,0.20215633423180593,73.0,Greed
2025-01-05,3187.719363,13.337737920502093,239,0.41841004184100417,72.0,Greed
2025-01-06,6064.185393,10.583220581151831,573,0.15532286212914484,76.0,Extreme Greed
2025-01-07,16098.227531,25.271942748822607,637,0.7613814756671899,78.0,Extreme Greed
2025-01-08,130117.090554,125.23300342059672,1039,0.37151106833493747,70.0,Greed
2025-01-09,46975.928902,89.99220096168582,522,0.2777777777777778,69.0,Greed
2025-01-10,-10116.875552,-12.352717401709402,819,0.5274725274725275,50.0,Neutral
2025-01-11,2269.080536,8.017952424028268,283,0.24381625441696114,69.0,Greed
2025-01-12,5742.241803,9.538607646179402,602,0.7840531561461794,62.0,Greed
2025-01-13,9655.429352,23.66526801960784,408,0.3872549019607843,61.0,Greed
2025-01-14,16069.512355,58.43459038181818,275,0.49818181818181817,63.0,Greed
2025-01-15,14819.5883,55.50407602996255,267,0.4606741573033708,70.0,Greed
2025-01-16,20807.709328,56.08546988679245,371,0.3423180592991914,75.0,Extreme Greed
2025-01-17,7006.415608,29.43872104201681,238,0.5294117647058824,75.0,Extreme Greed
2025-01-18,443.2330819999997,0.6808495883256523,651,0.38095238095238093,77.0,Extreme Greed
2025-01-19,87923.799302,56.10963580216975,1567,0.20229738353541799,77.0,Extreme Greed
2025-01-20,87277.239173,66.37052408593155,1315,0.5224334600760456,76.0,Extreme Greed
2025-01-21,11077.839421,20.901583813207548,530,0.3867924528301887,76.0,Extreme Greed
2025-01-22,20524.408057,24.66875968389423,832,0.28125,84.0,Extreme Greed
2025-01-23,101256.24216,83.13320374384236,1218,0.6609195402298851,75.0,Extreme Greed
2025-01-24,10602.779738,12.131326931350113,874,0.5583524027459954,75.0,Extreme Greed
2025-01-25,-10348.016255999999,-20.450625011857706,506,0.27865612648221344,75.0,Extreme Greed
2025-01-26,40823.466668,90.51766445232816,451,0.43458980044345896,73.0,Greed
2025-01-27,41331.765392,53.469295461837,773,0.4760672703751617,71.0,Greed
2025-01-28,17979.613973,36.103642516064255,498,0.6285140562248996,72.0,Greed
2025-01-29,23421.01147,25.737375241758244,910,0.4164835164835165,72.0,Greed
2025-01-30,23097.471385,21.64711470009372,1067,0.3467666354264292,70.0,Greed
2025-01-31,35868.296773,35.303441705708664,1016,0.5413385826771654,76.0,Extreme Greed
2025-02-01,32300.205017,50.946695610410096,634,0.5962145110410094,68.0,Greed
2025-02-02,162854.759623,123.46835452843062,1319,0.35860500379075055,60.0,Greed
2025-02-03,348871.326269,146.58459086932774,2380,0.4634453781512605,44.0,Fear
2025-02-04,416876.88812,165.9541752070064,2512,0.276671974522293,72.0,Greed
2025-02-05,56706.235562,43.721075992289904,1297,0.3215111796453354,54.0,Neutral
2025-02-06,33803.799733,19.84955944392249,1703,0.46095126247798,49.0,Neutral
2025-02-07,22450.002091,14.730972500656167,1524,0.2821522309711286,44.0,Fear
2025-02-08,586.703253,1.0203534834782608,575,0.19130434782608696,44.0,Fear
2025-02-09,150551.829492,197.05736844502616,764,0.4306282722513089,46.0,Neutral
2025-02-10,63908.49465,71.88807047244094,889,0.4780652418447694,43.0,Fear
2025-02-11,-6093.784817,-7.186067001179245,848,0.21816037735849056,47.0,Neutral
2025-02-12,19848.635032,19.251828353055284,1031,0.4626576139670223,46.0,Neutral
2025-02-13,27829.534238,20.313528640875912,1370,0.4678832116788321,50.0,Neutral
2025-02-14,213860.675308,129.22095184773414,1655,0.42900302114803623,48.0,Neutral
2025-02-15,45042.92701,48.32932082618026,932,0.4302575107296137,50.0,Neutral
2025-02-16,2369.478425,3.4794103157121876,681,0.44052863436123346,54.0,Neutral
2025-02-17,1818.573295,1.9325964877789585,941,0.22422954303931988,51.0,Neutral
2025-02-18,91204.672403,54.418062292959426,1676,0.5119331742243437,47.0,Neutral
2025-02-19,14985.794701,11.010870463629685,1361,0.4276267450404115,44.0,Fear
2025-02-20,46008.794102,22.867193887673956,2012,0.47912524850894633,49.0,Neutral
2025-02-21,119693.49395,63.904695114789114,1873,0.5221569674319274,55.0,Greed
2025-02-22,25278.704178,36.849423,686,0.4970845481049563,49.0,Neutral
2025-02-23,10656.934251,20.494104328846156,520,0.45,50.0,Neutral
2025-02-24,38470.176242,6.850102607193732,5616,0.39672364672364674,49.0,Neutral
2025-02-25,204762.177034,32.782929400256165,6246,0.260646813960935,25.0,Fear
2025-02-26,63229.063129,53.76621014370748,1176,0.6709183673469388,21.0,Extreme Fear
2025-02-27,-36525.167517,-41.039514064044944,890,0.27752808988764044,10.0,Extreme Fear
2025-02-28,225628.108748,221.4211077016683,1019,0.3886162904808636,16.0,Extreme Fear
2025-03-01,10596.108968,60.897177977011495,174,0.4482758620689655,20.0,Extreme Fear
2025-03-02,66914.320708,125.77879832330827,532,0.5018796992481203,26.0,Fear
2025-03-03,616413.032233,415.9332201302294,1482,0.6153846153846154,33.0,Fear
2025-03-04,182075.566585,75.80165136761032,2402,0.25353871773522063,15.0,Extreme Fear
2025-03-05,269328.365917,162.24600356445782,1660,0.7584337349397591,20.0,Extreme Fear
2025-03-06,16101.125561,21.18569152763158,760,0.48026315789473684,25.0,Fear
2025-03-07,150236.061627,58.86993010462382,2552,0.5223354231974922,34.0,Fear
2025-03-08,24700.773359,46.69333338185255,529,0.5689981096408318,28.0,Fear
2025-03-09,19773.457395,13.905384947257385,1422,0.4409282700421941,27.0,Fear
2025-03-10,-10010.027269999999,-3.438690233596702,2911,0.39745791824115423,20.0,Extreme Fear
2025-03-11,-76880.729036,-23.3964482763238,3286,0.18746195982958003,24.0,Extreme Fear
2025-03-12,288105.984215,72.60735489289314,3968,0.5645161290322581,34.0,Fear
2025-03-13,14114.870873,14.672422944906446,962,0.4573804573804574,45.0,Neutral
2025-03-14,68646.160089,31.061610899999998,2210,0.8538461538461538,27.0,Fear
2025-03-15,78694.624572,301.51197154022987,261,0.5938697318007663,46.0,Neutral
2025-03-16,-7910.943544999999,-14.926308575471696,530,0.2320754716981132,30.0,Fear
2025-03-17,26163.906513,28.439028818478263,920,0.4532608695652174,32.0,Fear
2025-03-18,72322.788824,86.71797221103118,834,0.22541966426858512,34.0,Fear
2025-03-19,29374.682341,18.222507655707197,1612,0.4162531017369727,32.0,Fear
2025-03-20,10246.859436,13.290349463035021,771,0.4085603112840467,49.0,Neutral
2025-03-21,6951.270374,9.958840077363897,698,0.5,31.0,Fear
2025-03-22,12498.535254,23.361748138317758,535,0.4747663551401869,32.0,Fear
2025-03-23,14047.421585,31.425999071588368,447,0.32662192393736017,30.0,Fear
2025-03-24,107878.961301,105.04280555111977,1027,0.6153846153846154,45.0,Neutral
2025-03-25,32030.90678,40.49419314791403,791,0.3615676359039191,46.0,Neutral
2025-03-26,15802.167427,5.094186791424887,3102,0.27111540941328177,47.0,Neutral
2025-03-27,58825.359221,74.9367633388535,785,0.33375796178343947,40.0,Fear
2025-03-28,21337.179335,29.30931227335165,728,0.3173076923076923,44.0,Fear
2025-03-29,12098.872931,6.38800049155227,1894,0.3558606124604013,26.0,Fear
2025-03-30,15795.11514,27.8083013028169,568,0.16549295774647887,32.0,Fear
2025-03-31,6978.184557,14.097342539393939,495,0.5232323232323233,34.0,Fear
2025-04-01,-2202.6622420000003,-11.472199177083334,192,0.4583333333333333,34.0,Fear
2025-04-02,202212.740938,187.930056633829,1076,0.8949814126394052,44.0,Fear
2025-04-03,-2365.961276,-1.353524757437071,1748,0.2974828375286041,25.0,Fear
2025-04-04,-25515.678949999998,-20.05949602987421,1272,0.38757861635220126,28.0,Fear
2025-04-05,35907.33771,99.74260475,360,0.5805555555555556,30.0,Fear
2025-04-06,47053.449272,44.89832945801527,1048,0.31679389312977096,34.0,Fear
2025-04-07,34527.370305,12.269854408315563,2814,0.23916133617626156,23.0,Extreme Fear
2025-04-08,34899.394798,37.00890222481442,943,0.4093319194061506,24.0,Extreme Fear
2025-04-09,43120.444797,10.86978694151752,3967,0.43055205444920597,18.0,Extreme Fear
2025-04-10,158261.822261,74.40612236060178,2127,0.5289139633286318,39.0,Fear
2025-04-11,126406.479081,115.33437872354014,1096,0.3357664233576642,25.0,Fear
2025-04-12,410419.694533,194.60393292223802,2109,0.2721669037458511,43.0,Fear
2025-04-13,48696.021521,36.86299888039364,1321,0.3618470855412566,45.0,Neutral
2025-04-14,45680.443063,51.32634052022472,890,0.42247191011235957,31.0,Fear
2025-04-15,72357.706282,63.976751796640144,1131,0.5720601237842617,38.0,Fear
2025-04-16,58631.730257,36.46251881654229,1608,0.3401741293532338,29.0,Fear
2025-04-17,5427.919886,5.264713759456837,1031,0.30358874878758485,30.0,Fear
2025-04-18,4880.4047439999995,2.576771248152059,1894,0.5126715945089757,33.0,Fear
2025-04-19,71950.577495,25.82576363783202,2786,0.2921751615218952,32.0,Fear
2025-04-20,25060.341936,12.643966668012109,1982,0.3985872855701312,37.0,Fear
2025-04-21,34369.267906999994,20.005394590803256,1718,0.3940628637951106,39.0,Fear
2025-04-22,58652.763578,19.563963835223483,2998,0.2961974649766511,47.0,Neutral
2025-04-23,-419020.225731,-68.03380836678032,6159,0.324728040266277,72.0,Greed
2025-04-24,50704.395965,22.717023281810036,2232,0.4135304659498208,63.0,Greed
2025-04-25,20218.859206,12.231614764670297,1653,0.38596491228070173,60.0,Greed
2025-04-26,-4125.753942,-3.6478814694960215,1131,0.1724137931034483,65.0,Greed
2025-04-27,2702.067468,8.018004356083086,337,0.3560830860534125,61.0,Greed
2025-04-28,36906.813759,26.763461754169686,1379,0.4169688179840464,54.0,Neutral
2025-04-29,125749.613427,56.06313572313866,2243,0.43201069995541685,60.0,Greed
2025-04-30,14003.797269,12.582028094339623,1113,0.26504941599281223,56.0,Greed
2025-05-01,54536.829297000004,44.338885607317074,1230,0.43089430894308944,53.0,Neutral
